"sample","Temp_C_Avg.1_T0","TIMESTAMP_T0","CO2_calc_T0","delta13C_calc_T0","time_T0","date_T0","doe_T0","sampling_id_T0","event_id_T0","event","crop_T0","fert_T0","addition_T0","dry_weight_g_T0","unique_soil_T0","CO2C_ug_g_T0","Temp_C_Avg.1_T1","TIMESTAMP_T1","CO2_calc_T1","delta13C_calc_T1","time_T1","date_T1","doe_T1","sampling_id_T1","event_id_T1","crop_T1","fert_T1","addition_T1","dry_weight_g_T1","unique_soil_T1","CO2C_ug_g_T1","CO2_flux_ug_g","sample_date","time_dif","CO2_flux_ug_g_d","diff.day","CO2_flux_ug_g_int","cum_CO2_flux_ug_g","atom_percent13C_calc_T1","atom_percent13C_calc_T0","soil_atom_percent13C","soil_Rsample","soil_delta13C","pglu","psoil","CO2_flux_ug_g_d_glu","CO2_flux_ug_g_int_glu","cum_CO2_flux_ug_g_glu","cum_pglu","CO2_flux_ug_g_d_soil","cum_CO2_flux_ug_g_soil","cum_psoil"
3,21.93399,"1/27/21 6:29",507.077388872679,-3.95117088486407,2021-01-27 06:29:00,2021-01-27,15,7,3.5,4,"Corn","0N","+N",9.63592361,1,12.1422160124827,21.93238,"1/28/21 7:07",1757.04836257914,0.359324433020003,2021-01-28 07:07:00,2021-01-28,16,8,4,"Corn","0N","+N",9.63592361,1,42.0736117089957,29.931395696513,"3 2021-01-27",24.6333333333333,29.1618469573605,6,174.971081744163,478.105520288547,1.10606119606505,1.10134772676567,1.10797330076547,0.0112038688835371,2.10807255056289,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,21.97286,"1/27/21 6:30",454.573697806778,-7.00095595668826,2021-01-27 06:30:00,2021-01-27,15,7,3.5,4,"Corn","112N","Cntrl",10.48985991,2,9.99757035670018,21.9518,"1/28/21 7:08",1497.03514270136,56.501131085388,2021-01-28 07:08:00,2021-01-28,16,8,4,"Corn","112N","Cntrl",10.48985991,2,32.9270750604964,22.9295047037962,"4 2021-01-27",24.6333333333333,22.3399775192602,6,134.039865115561,364.175560878354,1.16741050714874,1.09801255593649,1.19766894093603,0.0121218692727003,84.2168164271362,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,21.99796,"1/27/21 6:31",481.569255949957,785.101841388293,2021-01-27 06:31:00,2021-01-27,15,7,3.5,4,"Corn","112N","+C",10.48985991,2,10.5903907422341,21.97931,"1/28/21 7:09",1732.38994160711,10101.2949457911,2021-01-28 07:09:00,2021-01-28,16,8,4,"Corn","112N","+C",10.48985991,2,38.1001186192333,27.5097278769992,"5 2021-01-27",24.6333333333333,26.8024412333416,6,160.81464740005,401.695830856002,11.0411940666712,1.95674475063997,14.5384248777122,0.170116509752002,14215.7374803898,13.7351813396602,86.2648186603398,3.68136390685534,22.088183441132,79.398895522277,19.7659247179838,23.1210773264863,322.296935333725,80.2340752820162
6,22.08072,"1/27/21 6:33",455.422351833266,-8.26715521827315,2021-01-27 06:33:00,2021-01-27,15,7,3.5,4,"Corn","112N","+N",10.48985991,2,10.0125757041299,21.9767,"1/28/21 7:10",1445.46800230616,-2.91814974846516,2021-01-28 07:10:00,2021-01-28,16,8,4,"Corn","112N","+N",10.48985991,2,31.7901807600724,21.7776050559425,"6 2021-01-27",24.6166666666667,21.2320590931329,6,127.392354558797,336.792504162731,1.10247736257444,1.09662780511529,1.10516678304767,0.0111751721207031,-0.458653103841966,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,22.09565,"1/27/21 6:34",493.762746335578,-10.0840989824413,2021-01-27 06:34:00,2021-01-27,15,7,3.5,4,"Corn","0N","Cntrl",11.09940695,3,10.2588278623576,21.9721,"1/28/21 7:10",1287.43087074516,-11.335740133436,2021-01-28 07:10:00,2021-01-28,16,8,4,"Corn","0N","Cntrl",11.09940695,3,26.7599388381302,16.5011109757725,"7 2021-01-27",24.6,16.0986448544122,6,96.5918691264733,261.702709127516,1.09327175422034,1.0946406770031,1.09242068769483,0.011044863247997,-12.1138745832373,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,22.08557,"1/27/21 6:35",455.188553172291,43.5584045992885,2021-01-27 06:35:00,2021-01-27,15,7,3.5,4,"Corn","0N","+C",11.09940695,3,9.45770105290752,21.95963,"1/28/21 7:11",1714.38870343299,12146.3209886579,2021-01-28 07:11:00,2021-01-28,16,8,4,"Corn","0N","+C",11.09940695,3,35.6359913711141,26.1782903182065,"8 2021-01-27",24.6,25.5397954323966,6,153.23877259438,360.323414316715,12.814507364588,1.15327401377069,17.0274814587564,0.205218327201825,17355.3506794831,16.2773789518671,83.7226210481329,4.15720928606284,24.943255716377,66.6372691607118,18.4937382676274,21.3825861463338,293.686145156003,81.5062617323726
9,22.09119,"1/27/21 6:36",440.917081945856,-9.80302997949911,2021-01-27 06:36:00,2021-01-27,15,7,3.5,4,"Corn","0N","+N",11.09940695,3,9.16100051898921,21.98282,"1/28/21 7:12",1118.96067982859,5.21488030067396,2021-01-28 07:12:00,2021-01-28,16,8,4,"Corn","0N","+N",11.09940695,3,23.2573510662112,14.096350547222,"9 2021-01-27",24.6,13.752537119241,6,82.515222715446,222.77820334979,1.1113701437614,1.09494807760287,1.12204259093822,0.0113477525258363,14.9774626652506,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,22.06399,"1/27/21 6:37",448.239413569426,-6.86544802504163,2021-01-27 06:37:00,2021-01-27,15,7,3.5,4,"Corn","112N","Cntrl",10.17843925,4,10.1567467276731,21.95818,"1/28/21 7:13",1514.39758770796,5.59692279905089,2021-01-28 07:13:00,2021-01-28,16,8,4,"Corn","112N","Cntrl",10.17843925,4,34.3273420575571,24.170595329884,"10 2021-01-27",24.6,23.581068614521,6,141.486411687126,371.278408936302,1.11178783562772,1.09816074889232,1.11751408550773,0.0113014359941768,10.8347713546901,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,22.0469,"1/27/21 6:38",453.106663519605,206.763718118341,2021-01-27 06:38:00,2021-01-27,15,7,3.5,4,"Corn","112N","+C",10.17843925,4,10.2676291152097,21.97261,"1/28/21 7:14",1682.41083406088,8791.78422671639,2021-01-28 07:14:00,2021-01-28,16,8,4,"Corn","112N","+C",10.17843925,4,38.1338882450182,27.8662591298084,"11 2021-01-27",24.6,27.1865942729838,6,163.119565637903,422.057086350759,9.86728648991821,1.33123701604274,13.0124876343761,0.1495902949803,12379.81046844,12.1766655365527,87.8233344634473,3.31042065540084,19.862523932405,76.6495765716576,18.1609500350757,23.876173617583,345.407509779102,81.8390499649243
12,22.02504,"1/27/21 6:40",455.837082325646,-9.90268924858284,2021-01-27 06:40:00,2021-01-27,15,7,3.5,4,"Corn","112N","+N",10.17843925,4,10.330266783794,21.98476,"1/28/21 7:15",1485.64972565188,-4.23932198507715,2021-01-28 07:15:00,2021-01-28,16,8,4,"Corn","112N","+N",10.17843925,4,33.6726720772317,23.3424052934377,"12 2021-01-27",24.5833333333333,22.7885177102036,6,136.731106261222,357.492310294162,1.10103262134835,1.09483908209887,1.10377359478184,0.0111609273164704,-1.73275167299314,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,21.86243,"1/27/21 6:44",450.421688341914,22.2063766258249,2021-01-27 06:44:00,2021-01-27,15,7,3.5,4,"Corn","336N","Cntrl",10.86366784,5,9.5689702840164,21.95864,"1/28/21 7:16",1103.81490894006,-0.514122692847674,2021-01-28 07:16:00,2021-01-28,16,8,4,"Corn","336N","Cntrl",10.86366784,5,23.4423182512224,13.873347967206,"13 2021-01-27",24.5333333333333,13.5717534461798,6,81.4305206770788,223.759780448522,1.10510612954635,1.12994374955492,1.08797468814162,0.0109994177625153,-16.1786568772448,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,21.91224,"1/27/21 6:45",467.036606282958,143.338783400319,2021-01-27 06:45:00,2021-01-27,15,7,3.5,4,"Corn","336N","+C",10.86366784,5,9.92027047669764,21.96928,"1/28/21 7:17",1298.76300197494,7953.4248649016,2021-01-28 07:17:00,2021-01-28,16,8,4,"Corn","336N","+C",10.86366784,5,27.5815426134973,17.6612721367997,"14 2021-01-27",24.5333333333333,17.2773314381736,6,103.663988629042,317.38963490093,9.09933607968604,1.26215311999472,13.5014524240408,0.156088776082448,12961.0543619087,12.6760696602699,87.3239303397301,2.19008656853859,13.1405194112315,69.1548798523009,21.7886383951659,15.087244869635,248.234755048629,78.2113616048341
15,21.94123,"1/27/21 6:46",450.416157864824,-6.37983440605749,2021-01-27 06:46:00,2021-01-27,15,7,3.5,4,"Corn","336N","+N",10.86366784,5,9.56629756319109,21.95284,"1/28/21 7:17",1057.64491607555,-1.78063455882882,2021-01-28 07:17:00,2021-01-28,16,8,4,"Corn","336N","+N",10.86366784,5,22.4622224406351,12.895924877444,"15 2021-01-27",24.5166666666667,12.6241548766277,6,75.7449292597661,214.210829604873,1.10372123552849,1.09869181760882,1.10745209693211,0.0111985394290539,1.6313899496383,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,21.99649,"1/27/21 6:47",445.465797264376,-8.56922465211185,2021-01-27 06:47:00,2021-01-27,15,7,3.5,4,"Corn","336N","Cntrl",10.99458877,6,9.3467463447249,21.91719,"1/28/21 7:18",1028.60398790811,-11.0194266283203,2021-01-28 07:18:00,2021-01-28,16,8,4,"Corn","336N","Cntrl",10.99458877,6,21.5879298372677,12.2411834925428,"16 2021-01-27",24.5166666666667,11.9832115766564,6,71.8992694599386,207.536489125619,1.09361771060078,1.09629744783027,1.09157159927749,0.0110361838412298,-12.8901870942794,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,22.0295,"1/27/21 6:48",445.297096658968,21.0852927268737,2021-01-27 06:48:00,2021-01-27,15,7,3.5,4,"Corn","336N","+C",10.99458877,6,9.34216182184096,21.92853,"1/28/21 7:19",1236.5425497817,7096.61024615822,2021-01-28 07:19:00,2021-01-28,16,8,4,"Corn","336N","+C",10.99458877,6,25.9510640069231,16.6089021850821,"17 2021-01-27",24.5166666666667,16.2588845319635,6,97.5533071917809,316.209421451867,8.30084009430733,1.12871849446074,12.3350092311374,0.140706217190621,11585.191559316,11.4847230583658,88.5152769416342,1.86728786087548,11.2037271652529,62.1635283879838,19.6589741388987,14.391596671088,254.045893063884,80.3410258611013
18,22.04273,"1/27/21 6:49",447.887224407451,-3.20809166498837,2021-01-27 06:49:00,2021-01-27,15,7,3.5,4,"Corn","336N","+N",10.99458877,6,9.39608057173716,21.85589,"1/28/21 7:20",1001.02476682996,-4.90131716826792,2021-01-28 07:20:00,2021-01-28,16,8,4,"Corn","336N","+N",10.99458877,6,21.0134736903318,11.6173931185946,"18 2021-01-27",24.5166666666667,11.3725670229614,6,68.2354021377685,174.642339245873,1.1003086940066,1.10216030606053,1.09881112085326,0.0111101912252638,-6.27074181696208,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,22.1194,"1/27/21 6:50",442.179332061968,-3.36153431210962,2021-01-27 06:50:00,2021-01-27,15,7,3.5,4,"Corn","112N","Cntrl",10.92691741,7,9.33136209847048,21.8356,"1/28/21 7:21",1167.30659441342,9.80020689418071,2021-01-28 07:21:00,2021-01-28,16,8,4,"Corn","112N","Cntrl",10.92691741,7,24.6575071375593,15.3261450390888,"19 2021-01-27",24.5166666666667,15.0031603373813,6,90.0189620242878,252.520742210319,1.11638310601063,1.10199251304228,1.12514485486899,0.0113794842300145,17.8156426942502,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,22.11675,"1/27/21 6:51",434.476187052846,7.89676787972771,2021-01-27 06:51:00,2021-01-27,15,7,3.5,4,"Corn","112N","+C",10.92691741,7,9.16888401888936,21.82441,"1/28/21 7:22",1194.45911106975,8823.29556536606,2021-01-28 07:22:00,2021-01-28,16,8,4,"Corn","112N","+C",10.92691741,7,25.23201829616,16.0631342772707,"20 2021-01-27",24.5166666666667,15.7246181912099,6,94.3477091472595,298.331450233415,9.89589843065445,1.11430221061302,14.9084592330758,0.175204951029289,14670.8631279384,14.113115879921,85.886884120079,2.21923358700058,13.3154015220035,57.6653890302651,19.3293026883849,13.5053846042093,240.66606120315,80.6706973116151
21,22.15015,"1/27/21 6:52",451.278283047893,-7.98867914202794,2021-01-27 06:52:00,2021-01-27,15,7,3.5,4,"Corn","112N","+N",10.92691741,7,9.52238664190079,21.80576,"1/28/21 7:23",1030.82139042688,-5.90918926079942,2021-01-28 07:23:00,2021-01-28,16,8,4,"Corn","112N","+N",10.92691741,7,21.7766757616144,12.2542891197136,"21 2021-01-27",24.5166666666667,11.9960410145395,6,71.9762460872368,183.654330798876,1.0992065113089,1.096932357644,1.10097367791225,0.0111323004771217,-4.29322315843794,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,22.16113,"1/27/21 6:53",465.51898954062,-8.95140922242243,2021-01-27 06:53:00,2021-01-27,15,7,3.5,4,"Corn","336N","Cntrl",10.32616007,8,10.3939695023848,21.8316,"1/28/21 7:23",1446.63112221004,3.17134167978783,2021-01-28 07:23:00,2021-01-28,16,8,4,"Corn","336N","Cntrl",10.32616007,8,32.3360322473085,21.9420627449237,"22 2021-01-27",24.5,21.4942655460477,6,128.965593276286,335.782746403535,1.10913585737948,1.09587946971601,1.11541541690347,0.0112799727238187,8.9150312441213,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,22.16203,"1/27/21 6:54",451.210991105995,90.6749356673358,2021-01-27 06:54:00,2021-01-27,15,7,3.5,4,"Corn","336N","+C",10.32616007,8,10.074474066793,21.82356,"1/28/21 7:25",1665.09941969542,9041.45836946823,2021-01-28 07:25:00,2021-01-28,16,8,4,"Corn","336N","+C",10.32616007,8,37.2203910707217,27.1459170039287,"23 2021-01-27",24.5166666666667,26.5738412546957,6,159.443047528174,422.750451440653,10.0934906599676,1.2047168926115,13.3923190175382,0.154632001060623,12830.7559779812,12.5646062698689,87.4353937301311,3.33889852443249,20.033391146595,83.7157487472382,19.802639704334,23.2349427302632,339.034702693415,80.197360295666
24,22.16124,"1/27/21 6:55",527.531467189476,-11.1544324654859,2021-01-27 06:55:00,2021-01-27,15,7,3.5,4,"Corn","336N","+N",10.32616007,8,11.7785612666811,21.86497,"1/28/21 7:26",1460.37171803356,-3.68720282698687,2021-01-28 07:26:00,2021-01-28,16,8,4,"Corn","336N","+N",10.32616007,8,32.6394785470825,20.8609172804015,"24 2021-01-27",24.5166666666667,20.4212922391421,6,122.527753434853,322.01996544788,1.10163638524098,1.09347005317747,1.1062472871127,0.0111862201278215,0.529514218893024,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,21.94508,"1/27/21 7:11",484.920133514623,-10.2950748289994,2021-01-27 07:11:00,2021-01-27,15,7,3.5,4,"Corn","336N","Cntrl",10.18043625,9,10.9901738813431,21.91249,"1/28/21 7:34",1436.05475047228,-10.8624672002887,2021-01-28 07:34:00,2021-01-28,16,8,4,"Corn","336N","Cntrl",10.18043625,9,32.5501737599691,21.559999878626,"25 2021-01-27",24.3833333333333,21.2210525121131,6,127.326315072679,376.780149837044,1.09378937836247,1.09440993489365,1.09347305070851,0.0110556207404707,-11.1516917729677,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,21.88505,"1/27/21 7:06",541.89797058303,1051.33482180405,2021-01-27 07:06:00,2021-01-27,15,7,3.5,4,"Corn","336N","+C",10.18043625,9,12.2840118847121,21.88994,"1/28/21 7:34",1666.96238476102,11003.3826432518,2021-01-28 07:34:00,2021-01-28,16,8,4,"Corn","336N","+C",10.18043625,9,37.7869035708368,25.5028916861246,"26 2021-01-27",24.4666666666667,25.01646050955,6,150.0987630573,450.863226676216,11.8322386766763,2.24203385850849,16.4515654343276,0.19691051687385,16612.2748829504,15.6891671959413,84.3108328040586,3.92487431584995,23.5492458950997,95.2428429134046,21.1245533630097,21.0915861937001,355.620383762811,78.8754466369903
27,21.88349,"1/27/21 7:07",481.060008797412,-9.27214973407897,2021-01-27 07:07:00,2021-01-27,15,7,3.5,4,"Corn","336N","+N",10.18043625,9,10.9049644619438,21.86373,"1/28/21 7:35",1440.8573899223,-1.62480156425726,2021-01-28 07:35:00,2021-01-28,16,8,4,"Corn","336N","+N",10.18043625,9,32.6644301471375,21.7594656851937,"27 2021-01-27",24.4666666666667,21.3444350045496,6,128.066610027298,361.6636796319,1.10389163648412,1.09552868748489,1.10808280840686,0.0112049886368374,2.2082266877792,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,21.91318,"1/27/21 7:10",653.148709077784,-13.7748437773705,2021-01-27 07:10:00,2021-01-27,15,7,3.5,4,"Corn","0N","Cntrl",10.57033625,10,14.2584053316519,21.87527,"1/28/21 7:36",1698.72549484149,-13.1841187628645,2021-01-28 07:36:00,2021-01-28,16,8,4,"Corn","0N","Cntrl",10.57033625,10,37.0883822751649,22.8299769435129,"28 2021-01-27",24.4333333333333,22.4250796716635,6,134.550478029981,399.519403353782,1.09125010899431,1.09060399212301,1.09165363967966,0.0110370224541294,-12.815179008669,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,21.95564,"1/27/21 7:12",454.939346235,32.7350271467368,2021-01-27 07:12:00,2021-01-27,15,7,3.5,4,"Corn","0N","+C",10.57033625,10,9.93001470814847,21.87191,"1/28/21 7:37",1597.56457387372,8714.58195090828,2021-01-28 07:37:00,2021-01-28,16,8,4,"Corn","0N","+C",10.57033625,10,34.8801266683303,24.9501119601818,"29 2021-01-27",24.4166666666667,24.5243421315098,6,147.146052789059,360.757590044069,9.79711083829336,1.14144924137998,13.2420191057703,0.152631711449281,12651.8439978606,12.4110974747209,87.5889025252791,3.04374000697573,18.2624400418544,59.0645382121605,16.3723618967921,21.480602124534,301.693051831909,83.6276381032079
30,21.97918,"1/27/21 7:13",445.875190502665,-10.3221685559309,2021-01-27 07:13:00,2021-01-27,15,7,3.5,4,"Corn","0N","+N",10.57033625,10,9.73139405882112,21.81951,"1/28/21 7:38",1374.6828785623,-0.46351654027077,2021-01-28 07:38:00,2021-01-28,16,8,4,"Corn","0N","+N",10.57033625,10,30.0192127820559,20.2878187232348,"30 2021-01-27",24.4166666666667,19.9416102125994,6,119.649661275596,346.827052654774,1.1051614651016,1.09438030268567,1.11033283129492,0.0112279964437609,4.26611484136541,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,21.98998,"1/27/21 7:14",448.449261185165,-9.90471804924842,2021-01-27 07:14:00,2021-01-27,15,7,3.5,4,"Corn","112N","Cntrl",10.9210547,11,9.47290958256284,21.77917,"1/28/21 7:39",1340.68453652489,-12.5912896098794,2021-01-28 07:39:00,2021-01-28,16,8,4,"Corn","112N","Cntrl",10.9210547,11,28.3404664765621,18.8675568939992,"31 2021-01-27",24.4166666666667,18.5455849333508,6,111.273509600105,305.725022875663,1.09189851882113,1.09483686323452,1.09042325251575,0.0110244456439198,-13.9400871246963,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,21.98635,"1/27/21 7:15",472.46796314164,-2.12545437805967,2021-01-27 07:15:00,2021-01-27,15,7,3.5,4,"Corn","112N","+C",10.9210547,11,9.98039629150836,21.77475,"1/28/21 7:40",1421.30383157581,5800.73096208538,2021-01-28 07:40:00,2021-01-28,16,8,4,"Corn","112N","+C",10.9210547,11,30.0451121586495,20.0647158671412,"32 2021-01-27",24.4166666666667,19.7223145724801,6,118.33388743488,358.661155119146,7.0661519402393,1.10334417833247,10.032113923851,0.111507720825627,8973.58933352657,9.13266123866641,90.8673387613336,1.80117217832874,10.8070330699725,57.2421708767834,15.9599583227148,17.9211423941513,301.418984242363,84.0400416772852
33,21.9954,"1/27/21 7:16",441.085210532314,-9.99794162944434,2021-01-27 07:16:00,2021-01-27,15,7,3.5,4,"Corn","112N","+N",10.9210547,11,9.31718245189358,21.75078,"1/28/21 7:41",1276.47665426957,-6.36341104152982,2021-01-28 07:41:00,2021-01-28,16,8,4,"Corn","112N","+N",10.9210547,11,26.9857863567957,17.6686039049021,"33 2021-01-27",24.4166666666667,17.367091892873,6,104.202551357238,269.124993589303,1.09870977815679,1.09473490610269,1.10080584688698,0.0111305845948829,-4.44669687906896,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,21.98404,"1/27/21 7:17",452.850304547032,-10.5571130174233,2021-01-27 07:17:00,2021-01-27,15,7,3.5,4,"Corn","0N","Cntrl",10.33442753,12,10.1090802062946,21.7829,"1/28/21 7:42",1634.01198441106,-12.2505761510124,2021-01-28 07:42:00,2021-01-28,16,8,4,"Corn","0N","Cntrl",10.33442753,12,36.5012970631495,26.3922168568549,"34 2021-01-27",24.4166666666667,25.9418377296048,6,155.651026377629,416.283015534397,1.09227117200983,1.09412334492803,1.09156172934772,0.0110360829513936,-12.8992109877516,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,21.96692,"1/27/21 7:18",456.682876911464,20.1891536249799,2021-01-27 07:18:00,2021-01-27,15,7,3.5,4,"Corn","0N","+C",10.33442753,12,10.1952269897451,21.77985,"1/28/21 7:42",1847.49428884157,7433.63311140343,2021-01-28 07:42:00,2021-01-28,16,8,4,"Corn","0N","+C",10.33442753,12,41.2705879073699,31.0753609176248,"35 2021-01-27",24.4,30.5659287714342,6,183.395572628605,467.512255033239,8.61659167430656,1.12773906421044,11.0735398801558,0.124524690010512,10137.8666055931,10.1963215023866,89.8036784976134,3.11660036772593,18.6996022063556,60.8667512060708,13.0192846392322,27.4493284037083,406.645503827169,86.9807153607678
36,21.95869,"1/27/21 7:20",453.596238305051,-10.3923127256371,2021-01-27 07:20:00,2021-01-27,15,7,3.5,4,"Corn","0N","+N",10.33442753,12,10.1266016609794,21.81237,"1/28/21 7:43",1481.7903463791,-5.51128524990485,2021-01-28 07:43:00,2021-01-28,16,8,4,"Corn","0N","+N",10.33442753,12,33.0975942762756,22.9709926152962,"36 2021-01-27",24.3833333333333,22.6098628612622,6,135.659177167573,354.74351013016,1.09964165171744,1.0943035864456,1.10199490051054,0.0111427414476354,-3.35935103392515,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,22.17206,"1/27/21 7:29",466.347235277081,-8.46208591661479,2021-01-27 07:29:00,2021-01-27,15,7,3.5,4,"Mxg","336N","Cntrl",9.271147252,13,11.5969221927058,21.99096,"1/28/21 7:45",1544.13047308,-9.64084645100516,2021-01-28 07:45:00,2021-01-28,16,8,4,"Mxg","336N","Cntrl",9.271147252,13,38.422333235105,26.8254110423992,"37 2021-01-27",24.2666666666667,26.5306263056695,6,159.183757834017,481.657828730163,1.0951254542223,1.0964146200235,1.09456813357337,0.0110668151679637,-10.1504281670703,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,22.19963,"1/27/21 7:30",471.866552487709,277.959364302849,2021-01-27 07:30:00,2021-01-27,15,7,3.5,4,"Mxg","336N","+C",9.271147252,13,11.7330788460659,21.99297,"1/28/21 7:46",1516.65679489534,6038.43198979247,2021-01-28 07:46:00,2021-01-28,16,8,4,"Mxg","336N","+C",9.271147252,13,37.7384534112297,26.0053745651639,"38 2021-01-27",24.2666666666667,25.719601218294,6,154.317607309764,525.131901310446,7.29511270492155,1.40866987643212,9.95095208367999,0.110505911099994,8883.98442796654,9.04976660386522,90.9502333961348,2.32756388170048,13.9653832902029,84.5402361226833,16.0988574321454,23.3920373365935,440.591665187763,83.9011425678546
39,22.22206,"1/27/21 7:30",458.849284822745,-9.74062760150129,2021-01-27 07:30:00,2021-01-27,15,7,3.5,4,"Mxg","336N","+N",9.271147252,13,11.4085348488939,21.99326,"1/28/21 7:47",1526.00178277457,-0.863088801839496,2021-01-28 07:47:00,2021-01-28,16,8,4,"Mxg","336N","+N",9.271147252,13,37.970944246013,26.5624093971191,"39 2021-01-27",24.2833333333333,26.2524842359996,6,157.514905415998,435.562231106713,1.10472454909155,1.09501632581013,1.10889422368586,0.0112132857144313,2.95034251597048,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,22.15911,"1/27/21 7:31",499.28448291793,-11.0939395983547,2021-01-27 07:31:00,2021-01-27,15,7,3.5,4,"Mxg","112N","Cntrl",9.689180785,14,11.8808324172008,22.02154,"1/28/21 7:47",1437.8359851861,-3.79294685913123,2021-01-28 07:47:00,2021-01-28,16,8,4,"Mxg","112N","Cntrl",9.689180785,14,34.2302848616611,22.3494524444602,"40 2021-01-27",24.2666666666667,22.1038540659497,6,132.623124395698,339.324169663246,1.10152075057694,1.09353621497045,1.10576528093873,0.0111812916504181,0.0886962262274249,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,22.20004,"1/27/21 7:32",482.181533318042,63.9759561553952,2021-01-27 07:32:00,2021-01-27,15,7,3.5,4,"Mxg","112N","+C",9.689180785,14,11.4722654011059,22.02791,"1/28/21 7:48",1593.09002791003,7146.41228854864,2021-01-28 07:48:00,2021-01-28,16,8,4,"Mxg","112N","+C",9.689180785,14,37.9255695484684,26.4533041473625,"41 2021-01-27",24.2666666666667,26.1626084973915,6,156.975650984349,484.481952376052,8.34763619189651,1.17557292775838,11.4580156281046,0.129407712164869,10574.6189426822,10.5890057570679,89.4109942429321,2.77036011998793,16.6221607199276,83.8022871119965,17.2972980109999,23.3922483774036,400.679665264055,82.7027019890001
42,22.18547,"1/27/21 7:33",464.73177277583,-10.4613195021204,2021-01-27 07:33:00,2021-01-27,15,7,3.5,4,"Mxg","112N","+N",9.689180785,14,11.0576388626725,22.04188,"1/28/21 7:49",1507.96355846396,-3.2921324587879,2021-01-28 07:49:00,2021-01-28,16,8,4,"Mxg","112N","+N",9.689180785,14,35.8973248642727,24.8396860016002,"42 2021-01-27",24.2666666666667,24.566722419165,6,147.40033451499,404.238026006867,1.10206840561505,1.09422811404925,1.10555859114747,0.0111791782773395,-0.1003302827699,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,22.14556,"1/27/21 7:35",459.053993547327,-10.7529166522228,2021-01-27 07:35:00,2021-01-27,15,7,3.5,4,"Mxg","336N","Cntrl",11.35112405,15,9.32461024607123,22.06829,"1/28/21 7:50",944.18119318706,-7.59060867879358,2021-01-28 07:50:00,2021-01-28,16,8,4,"Mxg","336N","Cntrl",11.35112405,15,19.1838566481121,9.85924640204092,"43 2021-01-27",24.25,9.75760468655596,6,58.5456281193358,162.21252296007,1.09736770010097,1.09390919430593,1.10063866192274,0.011128875323677,-4.59957928883969,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,22.07982,"1/27/21 7:36",444.069393389424,-1.12803071522438,2021-01-27 07:36:00,2021-01-27,15,7,3.5,4,"Mxg","336N","+C",11.35112405,15,9.02224164570423,22.08473,"1/28/21 7:50",999.790039762657,9109.6109033167,2021-01-28 07:50:00,2021-01-28,16,8,4,"Mxg","336N","+C",11.35112405,15,20.3125850420658,11.2903433963616,"44 2021-01-27",24.2333333333333,11.181633074801,6,67.0897984488061,245.416900625539,10.1550395637498,1.10443484376076,17.3874805938257,0.210470286087488,17825.1018387242,16.6450640211979,83.3549359788021,1.86118998391607,11.1671399034964,64.1008443044647,26.1191646300964,9.32044309088494,181.316056321074,73.8808353699036
45,22.04078,"1/27/21 7:37",448.325390691796,-10.5911222630783,2021-01-27 07:37:00,2021-01-27,15,7,3.5,4,"Mxg","336N","+N",11.35112405,15,9.1099162044088,22.0902,"1/28/21 7:52",782.780244115653,6.33125682079072,2021-01-28 07:52:00,2021-01-28,16,8,4,"Mxg","336N","+N",11.35112405,15,15.9033347565426,6.79341855213376,"45 2021-01-27",24.25,6.72338330932825,6,40.3402998559695,122.062505054272,1.11259068233607,1.09408614905018,1.13740510328518,0.0115049084486753,29.0339658752712,NA,NA,NA,NA,NA,NA,NA,NA,NA
