Order,Sample.Name,NH4N.mgl,NO3N.mgl,Crop,Treatment,Addition,Day,F1R2_log,F1R2_ave,log_012,ave_012,log_025,ave_025,log_039,ave_039,log_sum,sum_012025039,BM005,BM009,BM012,BM16S,BM016,BM025,BM039,ave_sum,norB.001,norB.006,cnorB,norb_sum,log_norB.001,log_norB.006,log_cnorB,log_norb_sum
74,2f,0.194768871,10.96127219,Corn,0N,Carbon,87,6.866425485,7350000,8.750211949,5.63e+08,7.577549258,37800000,8.840416087,6.92e+08,9.111569957,1.29e+09,22195338.32,0,0,1926195476,0,0,5050799.999,1292800000,1e+09,2.42e+09,7.68e+08,3.42e+09,20.7232658369464,21.607033377115,20.4593002911119,21.9529063880209
75,3f,0.115090696,15.29393721,Corn,0N,Nitrogen,87,6.948913971,8890000,8.791732614,6.19e+08,7.611195872,40900000,8.863927971,7.31e+08,9.143304651,1.39e+09,14083053.39,0,37878222.61,1904395733,0,0,10702204.89,1390900000,1.12e+09,2.51e+09,7.83e+08,3.63e+09,20.8365945222534,21.6435485900901,20.4786432539551,22.0124984852232
76,4f,0.513481568,11.4380505,Corn,112N,Control,87,7.051025666,11200000,8.675511096,4.74e+08,7.770911137,5.9e+07,8.789511261,6.16e+08,9.060175596,1.15e+09,25445054.26,0,39080656.23,1971568555,14106734.52,11999142.93,19302414.83,1.149e+09,8.57e+08,2.14e+09,6.55e+08,2.997e+09,20.5689484765621,21.4840716659802,20.3001457935995,21.8208776252809
77,5f,0.194768871,7.42940957,Corn,112N,Carbon,87,6.713969256,5180000,8.075203651,1.19e+08,7.542465275,34900000,8.261632641,1.83e+08,8.52689793,3.36e+08,0,17036397.73,23891465.23,1199562457,0,0,6910868.26,336900000,2.47e+08,1.38e+09,2.78e+08,1.627e+09,19.3248988945923,21.0453493361155,19.4431316716549,21.2100036651833
78,6f,0.327565828,13.97006734,Corn,112N,Nitrogen,87,6.751727797,5650000,8.074190126,1.19e+08,7.649950625,44700000,8.286160165,1.93e+08,8.552132832,3.57e+08,21054492,30078854.33,32980052.68,1275851832,0,0,9564526.531,356700000,4.16e+08,1.43e+09,3.42e+08,1.846e+09,19.8461958182255,21.0809402812182,19.6503212950269,21.3362869730271
79,7f,0.256740784,9.586484249,Corn,0N,Control,87,6.748115701,5600000,8.770183092,5.89e+08,7.656214093,45300000,8.878982284,7.57e+08,9.143391463,1.39e+09,4857078.714,0,0,1593153073,8951033.749,0,12760173.47,1391300000,1.21e+09,1.82e+09,8.47e+08,3.03e+09,20.9138861965551,21.3221023380351,20.5572112526163,21.8318284564677
80,8f,0.327565828,9.507792683,Corn,0N,Carbon,87,6.614810797,4120000,8.728864303,5.36e+08,7.44243516,27700000,8.815364351,6.54e+08,9.085292417,1.22e+09,0,0,0,1253534589,0,0,5331217.7,1217700000,1.08e+09,1.49e+09,7.21e+08,2.57e+09,20.8002268780825,21.1220419569038,20.3961496952492,21.6671717358535
81,9f,0.044265652,13.46088662,Corn,0N,Nitrogen,87,6.641304733,4380000,8.746772642,5.58e+08,7.51401441,32700000,8.818423724,6.58e+08,9.096610272,1.25e+09,14420731.53,0,0,1262776926,0,0,11889122.44,1248700000,1.04e+09,1.53e+09,7.64e+08,2.57e+09,20.7624865500997,21.1485335723508,20.4540783471308,21.6671717358535
82,10f,0.221328262,12.36846254,Corn,112N,Control,87,7.017433923,10400000,8.736206663,5.45e+08,7.774051746,59400000,8.808862259,6.44e+08,9.096271343,1.25e+09,0,16836636.54,18864486.04,1424751540,0,0,14127952.45,1248400000,1.01e+09,1.89e+09,7.09e+08,2.9e+09,20.7332161677996,21.359842666018,20.3793660844964,21.7879765739388
83,11f,0.354125219,9.341151721,Corn,112N,Carbon,87,7.016570097,10400000,8.775974997,5.97e+08,7.753626363,56700000,8.873550116,7.47e+08,9.146469581,1.4e+09,0,0,30942857.35,1596703297,0,0,14376761.48,1400700000,1.02e+09,2.22e+09,7.55e+08,3.24e+09,20.7430684642426,21.5207730328306,20.4422283072133,21.8988391667506
84,12f,0.309859567,15.4096601,Corn,112N,Nitrogen,87,7.127494998,13400000,8.731277808,5.39e+08,7.86754738,73700000,8.799512806,6.3e+08,9.094323556,1.24e+09,15911749.04,21067655.73,0,1645552927,0,10786121.77,10338499.33,1242700000,9.99e+08,2.25e+09,7.41e+08,3.249e+09,20.7222653366128,21.5341960531627,20.4235111832604,21.9016130936334
85,13f,0.150503218,17.6315396,Corn,336N,Control,87,4.549334881,35400,8.171023881,1.48e+08,6.131499053,1350000,6.807112771,6410000,8.193200729,1.56e+08,0,0,0,67040591.4,0,0,0,155760000,15200000,14600000,20500000,29800000,16.5368059858165,16.4965320866786,16.8359354441086,17.2100189514756
86,14f,0.061971913,17.51118779,Corn,336N,Carbon,87,6.137164106,1370000,7.818894066,65900000,7.347200129,22200000,7.954495757,90100000,8.250900769,1.78e+08,0,0,0,403481894.2,0,0,0,178200000,2.39e+08,1.53e+08,2.27e+08,3.92e+08,19.2919741098958,18.8459484793567,19.2404605754457,19.7867723977547
87,15f,0.044265652,15.97901672,Corn,336N,Nitrogen,87,6.353926976,2260000,8.318703383,2.08e+08,7.436274234,27300000,8.458366817,2.87e+08,8.718447228,5.23e+08,0,23413142.8,22696810.26,738737548.5,0,0,7317965.577,522300000,3.64e+08,2.48e+08,3.55e+08,6.12e+08,19.712664425601,19.3289393041293,19.6876283474397,20.2322428404766
88,16f,0.00885313,15.38651552,Corn,336N,Control,87,7.174526022,14900000,8.659382128,4.56e+08,8.004482455,1.01e+08,8.771074031,5.9e+08,9.059857713,1.15e+09,13679976.05,74840798.6,44303575.86,1154252479,0,16240546,5403145.092,1.147e+09,7.34e+08,1.27e+09,5.27e+08,2.004e+09,20.4140195865788,20.9622827374169,20.0827111065056,21.418411020169
89,17f,0.00885313,12.7711782,Corn,336N,Carbon,87,6.887286871,7710000,8.6321709,4.29e+08,7.708215307,51100000,8.779054572,6.01e+08,9.033842684,1.08e+09,21114896.9,0,0,1073780621,0,0,7040752.845,1081100000,6.81e+08,1.21e+09,6.12e+08,1.891e+09,20.3390728641138,20.9138861965551,20.2322428404766,21.3603716266227
90,18f,0.00885313,16.09473961,Corn,336N,Nitrogen,87,7.003132784,10100000,8.595138283,3.94e+08,7.864457746,73200000,8.691044647,4.91e+08,8.98128606,9.58e+08,0,36562719.83,30218957.86,997599984,0,0,0,958200000,6.23e+08,1.09e+09,4.99e+08,1.713e+09,20.2500570767517,20.8094435331875,20.0281166537158,21.2615120562884
91,19f,0.044265652,2.911587925,Corn,112N,Control,87,6.662811792,4600000,8.544420578,3.5e+08,7.615592347,41300000,8.645552253,4.42e+08,8.921000701,8.34e+08,0,28917963.88,28419772.89,1322223535,0,0,5770634.293,833300000,5.65e+08,1.38e+09,4.94e+08,1.945e+09,20.1523362891107,21.0453493361155,20.0180460751522,21.3885278140168
92,20f,1.407647747,0.060175903,Corn,112N,Carbon,87,6.543906343,3500000,8.40364232,2.53e+08,7.570837722,37200000,8.555533025,3.59e+08,8.812841284,6.5e+08,16443414.73,0,0,1221467103,0,18908060.34,0,649200000,3.86e+08,1.28e+09,3.12e+08,1.666e+09,19.7713479274291,20.9701259148779,19.5585137457738,21.2336913806911
93,21f,0.168209479,9.63740232,Corn,112N,Nitrogen,87,4.869515629,74000,6.429356244,2690000,5.918765282,829000,6.749192685,5610000,6.960466973,9130000,0,0,0,67207350.51,0,0,0,9129000,13200000,19500000,19600000,32700000,16.3957273875566,16.785925023534,16.7910401242007,17.3028856358675
94,22f,0.18591574,13.63678542,Corn,336N,Control,87,7.384540332,24200000,8.774307652,5.95e+08,8.057274113,1.14e+08,8.878529226,7.56e+08,9.165785212,1.46e+09,18919827.25,56083339.97,43585412.77,1526304944,6355325.897,0,6626517.01,1.465e+09,9.27e+08,1.93e+09,7.24e+08,2.857e+09,20.6474641235301,21.3807858398632,20.40030195035,21.773037960195
95,23f,0.212475132,9.146737265,Corn,336N,Carbon,87,7.51706575,32900000,8.782908141,6.07e+08,8.187048307,1.54e+08,8.913380552,8.19e+08,9.198553413,1.58e+09,35210194.02,50156123.73,32751685.51,1915024754,13772022.57,26980822.27,20174039.39,1.58e+09,9.06e+08,2.42e+09,7.61e+08,3.326e+09,20.6245498640073,21.607033377115,20.450143915826,21.9250362177171
96,24f,0.097384435,15.14118299,Corn,336N,Nitrogen,87,7.618492668,41500000,8.854866958,7.16e+08,8.244588405,1.76e+08,9.001208671,1e+09,9.277457206,1.89e+09,12299881.74,25431409.08,32935109.55,1997089758,8699959.592,25593967.36,25096448.49,1.892e+09,1.01e+09,2.48e+09,8.2e+08,3.49e+09,20.7332161677996,21.6315243971233,20.5248148982226,21.9731675731607
97,25f,0.118118535,8.818495769,Corn,336N,Control,87,7.436247564,27300000,8.765560492,5.83e+08,8.094845797,1.24e+08,8.873480339,7.47e+08,9.162724784,1.45e+09,19654624.31,43046446.99,21661174.86,1936002564,0,0,16126570.79,1.454e+09,7.89e+08,1.86e+09,7.21e+08,2.649e+09,20.4862768788101,21.3438423246715,20.3961496952492,21.6974480472363
98,26f,0,9.765649074,Corn,336N,Carbon,87,7.381906559,24100000,8.798792877,6.29e+08,8.0576808,1.14e+08,8.859522272,7.24e+08,9.16644474,1.47e+09,21808224.95,28734337.27,35256650.84,2438191224,25581298.15,43343386.64,25669881,1.467e+09,8.09e+08,2.02e+09,6.78e+08,2.829e+09,20.5113094750228,21.4263633483595,20.3346578459047,21.7631891292658
99,27f,0.088588901,13.7287379,Corn,336N,Nitrogen,87,7.562070256,36500000,8.797959167,6.28e+08,8.236205364,1.72e+08,8.82435632,6.67e+08,9.166614121,1.47e+09,22702512.75,84528385.7,42364506.25,1806530851,15719307.78,10860608.4,13958895.87,1.467e+09,7.94e+08,2.19e+09,6.82e+08,2.984e+09,20.4925940192114,21.5071673807748,20.3405402158077,21.8165305192879
100,28f,0.088588901,13.07071561,Corn,0N,Control,87,6.702205423,5040000,8.789067801,6.15e+08,7.200285976,15900000,8.837546795,6.88e+08,9.120266633,1.32e+09,0,0,33784278.09,2374880064,0,0,0,1318900000,8.38e+08,1.86e+09,6.99e+08,2.698e+09,20.5465286584464,21.3438423246715,20.3651613001981,21.715776594732
101,29f,0.108275324,7.01890449,Corn,0N,Carbon,87,4.508687505,32300,6.484386303,3050000,5.584055922,384000,6.757429483,5720000,6.961649078,9150000,0,0,0,0,0,0,0,9154000,6230000,9390000,9220000,15620000,15.6448868907636,16.0551558511844,16.0368855955328,16.5640627023758
102,30f,0.137804957,13.3847717,Corn,0N,Nitrogen,87,5.578400344,379000,7.520259506,33100000,6.382651658,2410000,7.651316376,44800000,7.904987967,80400000,0,0,0,224958668.3,0,0,0,80310000,1.51e+08,5.48e+08,1.43e+08,6.99e+08,18.8327903947792,20.1217858449123,18.7783551882242,20.3651613001981
103,31f,0.088588901,13.56423233,Corn,112N,Control,87,6.727629758,5340000,8.548425089,3.54e+08,7.812857829,6.5e+07,8.693533849,4.94e+08,8.960138212,9.12e+08,0,49547362.26,0,1362349187,0,15184287.13,0,9.13e+08,5.11e+08,1.21e+09,4.94e+08,1.721e+09,20.051880148168,20.9138861965551,20.0180460751522,21.2661713541758
104,32f,0.039372845,14.08765915,Corn,112N,Carbon,87,6.99184237,9810000,8.759821918,5.75e+08,8.098108831,1.25e+08,8.883232309,7.64e+08,9.165776561,1.46e+09,31116619.62,28007534.08,37096757.68,2006596344,21750927.5,0,0,1.464e+09,7.96e+08,1.73e+09,6.76e+08,2.526e+09,20.4951097438087,21.2713872454561,20.3317036340072,21.6499028608747
105,33f,0.019686422,15.11457274,Corn,112N,Nitrogen,87,6.778516187,6010000,8.588481153,3.88e+08,7.819188817,65900000,8.723839751,5.29e+08,8.992598146,9.83e+08,0,0,19032121.74,1300594729,0,0,0,982900000,5.47e+08,9.36e+08,5.08e+08,1.483e+09,20.1199593603863,20.6571260344419,20.0459920055428,21.1173329001022
106,34f,0.049216056,10.69784733,Corn,0N,Control,87,6.69456028,4950000,8.754960345,5.69e+08,7.365551519,23200000,8.84903323,7.06e+08,9.113400474,1.3e+09,0,0,0,1784373071,0,0,0,1298200000,9.28e+08,1.91e+09,6.9e+08,2.838e+09,20.6485422907505,21.3703690790049,20.3522021555556,21.7663654156843
107,35f,0.019686422,9.39177277,Corn,0N,Carbon,87,6.75068692,5630000,8.84460178,6.99e+08,7.423043954,26500000,8.901606893,7.97e+08,9.182688771,1.52e+09,0,0,0,2582854498,0,0,0,1522500000,1.02e+09,2.64e+09,8.28e+08,3.66e+09,20.7430684642426,21.6940447541046,20.5345237123495,22.0207289843597
108,36f,0.029529634,14.93012709,Corn,0N,Nitrogen,87,6.784457971,6090000,8.686573896,4.86e+08,7.4875252,30700000,8.804033413,6.37e+08,9.062018381,1.15e+09,0,0,0,1877908850,0,0,0,1153700000,8.38e+08,1.76e+09,6.27e+08,2.598e+09,20.5465286584464,21.2885796459965,20.2564570985972,21.6780077551948
109,37b,0.124729045,6.623754334,Miscanthus,336N,Control,5,7.720583523,52600000,9.326440658,2.12e+09,8.226983649,1.69e+08,8.872619326,7.46e+08,9.482152304,3.03e+09,32700000,49600000,33300000,3446046483,17714960.53,22986357.36,20653067.78,3.035e+09,3.66e+09,5.35e+09,2.53e+09,9.01e+09,22.0207289843597,22.4003623978543,21.6514851396858,22.9216009085667
110,38b,0.102718037,4.295762754,Miscanthus,336N,Carbon,5,7.882265129,76300000,9.400068192,2.51e+09,8.334335629,2.16e+08,8.889648736,7.76e+08,9.544544473,3.5e+09,66300000,55100000,5.2e+07,3427922734,12393980.08,46699025.05,35348386.23,3.502e+09,3.45e+09,5.82e+09,2.76e+09,9.27e+09,21.9616400679897,22.4845660986898,21.7384965166755,22.9500492165242
111,39b,0.154077056,7.268925211,Miscanthus,336N,Nitrogen,5,7.811805917,64800000,9.374335598,2.37e+09,8.272006787,1.87e+08,8.90208478,7.98e+08,9.525429703,3.35e+09,44500000,70800000,64600000,3294571695,16298336.91,43432950.11,17070746.8,3.355e+09,2.63e+09,6e+09,2.8e+09,8.63e+09,21.6902496831361,22.5150253061745,21.7528852541276,22.8785103420417
112,40b,-0.484242174,-0.252691927,Miscanthus,112N,Control,5,7.56986096,37100000,9.272775247,1.87e+09,7.958564213,90900000,8.802992324,6.35e+08,9.415014136,2.6e+09,19700000,53100000,22200000,2630077301,10508787.39,8084754.196,22885308.41,2595900000,1.42e+09,4.95e+09,2.3e+09,6.37e+09,21.0739227085596,22.322653413527,21.5561749598815,22.5748653065305
113,41b,0.066033024,2.021535414,Miscanthus,112N,Carbon,5,7.263921303,18400000,9.238426636,1.73e+09,7.74981169,56200000,8.780093924,6.03e+08,9.378473519,2.39e+09,0,14600000,14900000,2891430481,6373059.329,13536180.79,13603128.59,2389200000,1.36e+09,4.63e+09,1.88e+09,5.99e+09,21.0307505366944,22.2558227050446,21.3545376137883,22.5133572490738
114,42b,0.183425066,6.790423477,Miscanthus,112N,Nitrogen,5,7.304708183,20200000,9.239970472,1.74e+09,7.784387463,60900000,8.748186028,5.6e+08,9.372644697,2.36e+09,0,24100000,17100000,2105992508,0,11148430.94,12309785.98,2360900000,2.07e+09,4.21e+09,2.02e+09,6.28e+09,21.4508144442237,22.1607284846407,21.4263633483595,22.5606358174265
115,43b,0.058696021,6.709777117,Miscanthus,336N,Control,5,6.950607325,8920000,8.863392144,7.3e+08,7.820322399,66100000,8.391323752,2.46e+08,9.018057366,1.04e+09,15700000,0,21300000,1194815817,11620546.88,0,10773649.97,1042100000,1.34e+09,9.24e+08,1.02e+09,2.264e+09,21.0159354509092,20.644222629606,20.7430684642426,21.5403989972873
116,44b,0.293480106,-0.043011392,Miscanthus,336N,Carbon,5,7.01940317,10500000,8.899128565,7.93e+08,7.90404153,80200000,8.385229134,2.43e+08,9.047547634,1.12e+09,0,23600000,24200000,1684997918,0,13675869.33,6357613.114,1116200000,1.03e+09,9.05e+08,1.08e+09,1.935e+09,20.752824639188,20.6234455016642,20.8002268780825,21.3833731634282
117,45b,1.034517373,10.2259584,Miscanthus,336N,Nitrogen,5,6.716731704,5210000,8.833072299,6.81e+08,7.713848945,51700000,8.38971828,2.45e+08,8.990310919,9.78e+08,0,0,0,951409278,7085351.946,0,6395728.948,977700000,6.59e+08,6.82e+08,9.65e+08,1.341e+09,20.3062340924668,20.3405402158077,20.6876386593033,21.016681441246
118,46b,-0.051359019,6.1452526,Miscanthus,112N,Control,5,6.889339607,7750000,9.036341348,1.09e+09,7.852310886,71200000,8.52372603,3.34e+08,9.173895843,1.49e+09,0,0,0,2616458834,5342965.576,13853545.57,10893240.69,1495200000,1.07e+09,2.01e+09,1.45e+09,3.08e+09,20.7909244854202,21.4214005590174,21.0948293933789,21.8481954339319
119,47b,-0.022011008,3.414029222,Miscanthus,112N,Carbon,5,7.14208875,13900000,9.034743433,1.08e+09,7.962521123,91700000,8.545314548,3.51e+08,9.183561596,1.53e+09,22800000,21300000,16100000,2033611618,7618105.964,0,12286238.1,1522700000,1.19e+09,2.43e+09,1.67e+09,3.62e+09,20.8972191440699,21.6111570942989,21.2360894633751,22.0097398627841
120,48b,0.058696021,10.62919019,Miscanthus,112N,Nitrogen,5,7.23162346,1.7e+07,9.037021256,1.09e+09,7.993678154,98600000,8.546871514,3.52e+08,9.187465701,1.54e+09,17500000,0,2.1e+07,1981003560,5247007.103,0,12226820.46,1540600000,8.42e+08,2.43e+09,1.6e+09,3.272e+09,20.5512905722066,21.6111570942989,21.1932694661921,21.9086672556869
121,49b,0.086596597,0.359220088,Miscanthus,0N,Control,5,6.817218883,6560000,8.799680569,6.3e+08,7.256064506,1.8e+07,8.36718565,2.33e+08,8.945190271,8.81e+08,0,0,0,869658358.9,0,0,0,8.81e+08,7.34e+08,1.11e+09,9.81e+08,1.844e+09,20.4140195865788,20.8276258522707,20.7040830175296,21.3352029620808
122,50b,0.078724179,0.072814883,Miscanthus,0N,Carbon,5,6.703551549,5050000,8.783190648,6.07e+08,7.244054387,17500000,8.337403443,2.17e+08,8.925320232,8.42e+08,0,0,31600000,857877575.7,0,0,0,841500000,1.02e+09,1.13e+09,8.52e+08,2.15e+09,20.7430684642426,20.8454834696707,20.5630970847936,21.488733679086
123,51b,0.14957594,4.849471189,Miscanthus,0N,Nitrogen,5,6.753741606,5670000,8.73498124,5.43e+08,7.196207623,15700000,8.272378325,1.87e+08,8.872837346,7.46e+08,0,0,13600000,535533379.7,0,0,0,745700000,7.71e+08,8.58e+08,7.61e+08,1.629e+09,20.4631989315276,20.5701146574522,20.450143915826,21.2112321665663
124,52b,0.047234508,0.150484091,Miscanthus,0N,Control,5,6.336970059,2170000,8.527593983,3.37e+08,7.070761166,11800000,8.086610914,1.22e+08,8.672847771,4.71e+08,0,0,0,603910678,0,0,0,470800000,1.23e+09,6.6e+08,5.2e+08,1.89e+09,20.9302800063307,20.3077503929847,20.0693393695397,21.359842666018
125,53b,0.102341433,-0.004854326,Miscanthus,0N,Carbon,5,6.398142298,2500000,8.561864629,3.65e+08,7.153368679,14200000,8.143136006,1.39e+08,8.714258016,5.18e+08,0,0,14200000,616295956.5,0,0,0,518200000,1.36e+09,7.36e+08,5.52e+08,2.096e+09,21.0307505366944,20.4167406766932,20.1290586042414,21.4632966034052
126,54b,0.007872418,3.762102274,Miscanthus,0N,Nitrogen,5,6.424628871,2660000,8.474477757,2.98e+08,7.157779747,14400000,8.041446107,1.1e+08,8.625902469,4.23e+08,0,0,2e+07,535800566.8,0,0,0,422400000,1.2e+09,6.83e+08,4.86e+08,1.883e+09,20.9055873937404,20.3420054175351,20.0017191818648,21.3561320866214
127,55b,0.267662209,6.985374416,Miscanthus,336N,Control,5,7.460447616,28900000,8.664808488,4.62e+08,8.082150059,1.21e+08,8.217352905,1.65e+08,8.873872865,7.48e+08,19500000,20500000,64500000,652852325,15224013.37,32147126.81,8423735.421,7.48e+08,3.54e+09,8.66e+08,5.66e+08,4.406e+09,21.9873925640921,20.5793954665267,20.1541046361675,22.2062330853266
128,56b,0.314896717,3.912586365,Miscanthus,336N,Carbon,5,7.604610423,40200000,8.852557354,7.12e+08,8.12961384,1.35e+08,8.382115896,2.41e+08,9.036612169,1.09e+09,27900000,40300000,33200000,648082521.5,25719965.73,21844547.08,11169464.74,1.088e+09,3.61e+09,1.05e+09,8.86e+08,4.66e+09,22.0069736092912,20.7720560011158,20.6022275085694,22.262281285084
129,57b,0.086596597,9.33001364,Miscanthus,336N,Nitrogen,5,7.631756837,42800000,8.84428631,6.99e+08,8.156729874,1.43e+08,8.379331581,2.4e+08,9.034093551,1.08e+09,27300000,22200000,25700000,430806124.1,18047407.68,30299338.87,0,1.082e+09,2.65e+09,1.01e+09,8.91e+08,3.66e+09,21.6978254769445,20.7332161677996,20.6078549854351,22.0207289843597
130,58b,0.031489672,3.645598462,Miscanthus,112N,Control,5,7.02481277,10600000,8.696460545,4.97e+08,7.611036859,40800000,8.235630668,1.72e+08,8.851255353,7.1e+08,17700000,25100000,1.8e+07,429342445.6,0,0,0,709800000,1.48e+09,7.14e+08,7.32e+08,2.194e+09,21.1153079247224,20.3863935203039,20.4112910719256,21.5089921987995
131,59b,0.031489672,1.762120162,Miscanthus,112N,Carbon,5,6.950297375,8920000,8.613825007,4.11e+08,7.521635874,33200000,8.151082798,1.42e+08,8.767770522,5.86e+08,0,0,16200000,556637148.4,10853465.47,0,0,586200000,1.5e+09,7.96e+08,6.28e+08,2.296e+09,21.1287309450546,20.4951097438087,20.2580507244325,21.5544343154037
132,60b,0.070851761,7.732940545,Miscanthus,112N,Nitrogen,5,6.899249142,7930000,8.520199389,3.31e+08,7.502054466,31800000,8.047616541,1.12e+08,8.676367686,4.75e+08,0,0,13400000,538734781.4,0,0,0,474800000,2.03e+09,7.46e+08,5.85e+08,2.776e+09,21.4313016300001,20.430236158168,20.1871224051961,21.744276879591
133,61b,0.259789791,0.490286877,Miscanthus,0N,Control,5,6.651933779,4490000,8.46643483,2.93e+08,7.211812596,16300000,8.009029167,1.02e+08,8.613942085,4.11e+08,0,0,0,530215644.7,0,0,0,411300000,1.32e+09,6.32e+08,4.75e+08,1.952e+09,21.0008975735447,20.2643999521111,19.9788253619989,21.3921203249373
134,62b,0.157448358,0.077669208,Miscanthus,0N,Carbon,5,6.501914334,3180000,8.503608363,3.19e+08,7.135318128,13700000,8.049775001,1.12e+08,8.648033603,4.45e+08,0,0,0,604054364.3,0,0,0,444700000,1.01e+09,7.18e+08,4.72e+08,1.728e+09,20.7332161677996,20.3919801270125,19.9724895435498,21.2702305073283
